host_time_s,seq,device_ms,fsr0,fsr1,fsr2,fsr3,fsr4
1777589765.058769,1107,12930,0,0,0,0,0
1777589765.148983,1108,12940,0,0,0,0,0
1777589765.239279,1109,13026,0,0,0,0,0
1777589765.329255,1110,13116,0,0,0,0,0
1777589765.419031,1111,13206,0,0,0,0,0
1777589765.509136,1112,13295,0,0,1,0,0
1777589765.598982,1113,13385,0,0,0,0,0
1777589765.688983,1114,13476,0,2208,0,0,0
1777589765.778909,1115,13566,0,2868,0,0,0
1777589765.869131,1116,13656,0,2993,0,0,0
1777589765.958916,1117,13746,0,3057,0,0,0
1777589766.049273,1118,13835,0,3079,0,0,0
1777589766.184294,1120,14035,0,3053,0,0,0
1777589766.274219,1121,14061,0,3049,0,0,0
1777589766.409270,1122,14151,0,3072,0,0,0
1777589766.499268,1124,14350,0,3082,0,0,0
1777589766.589317,1125,14375,0,3078,0,0,0
1777589766.679152,1126,14465,0,3074,0,0,0
1777589766.769024,1127,14556,0,3087,0,0,0
1777589766.859192,1128,14646,0,3075,0,0,0
1777589766.949293,1129,14736,0,3095,0,0,0
1777589767.039307,1130,14826,0,3091,0,0,0
1777589767.128954,1131,14916,0,3056,1,0,0
1777589767.219307,1132,15005,0,3055,0,1,0
1777589767.309278,1133,15096,0,3045,0,0,0
1777589767.399266,1134,15186,0,3034,0,0,0
1777589767.489053,1135,15276,0,3015,0,2,0
1777589767.579238,1136,15366,1,3036,0,1,0
1777589767.668951,1137,15456,0,3061,1,0,0
1777589767.759250,1138,15545,0,3082,0,0,0
1777589767.849273,1139,15635,0,3085,0,0,0
1777589767.984268,1141,15835,0,3088,5,0,0
1777589768.074148,1142,15861,0,3080,2,0,0
1777589768.164202,1143,15951,0,2992,0,0,0
1777589768.254214,1144,16041,0,865,0,0,1
1777589768.389275,1145,16130,0,0,0,0,0
1777589768.524055,1147,16331,0,0,0,0,2
1777589768.659186,1148,16401,0,0,0,1,0
1777589768.750995,1150,16600,0,0,0,0,0
