emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,label,timestamp
125,125,124,124,124,125,124,124,0,1768593394.4539711
125,125,124,124,124,124,124,124,0,1768593394.4539793
125,124,124,124,124,124,124,124,0,1768593394.4539835
125,124,124,124,124,124,124,124,0,1768593394.4539876
125,122,123,123,123,123,124,124,0,1768593394.453995
125,123,124,122,123,123,123,124,0,1768593394.4539988
125,123,123,122,122,122,123,124,0,1768593394.4540026
125,123,124,121,122,123,123,124,0,1768593394.4540064
126,124,123,121,122,123,124,124,0,1768593394.45401
126,124,123,121,122,124,124,124,0,1768593394.4540143
126,124,123,121,122,125,124,124,0,1768593394.454018
125,124,123,121,122,125,124,124,0,1768593394.4540217
125,124,124,122,123,125,123,124,0,1768593394.4540253
125,125,124,122,123,124,123,124,0,1768593394.454029
125,124,124,122,123,124,123,123,0,1768593394.4540327
125,125,125,121,122,123,123,123,0,1768593394.4540386
125,124,125,121,122,123,123,124,0,1768593394.4742668
125,124,124,120,122,123,123,124,0,1768593394.4742746
125,123,124,120,122,124,125,124,0,1768593394.4742799
125,124,124,120,122,124,125,124,0,1768593394.474285
125,124,123,121,122,124,125,124,0,1768593394.4742894
125,123,123,122,123,124,125,124,0,1768593394.4742942
125,123,123,123,122,124,124,124,0,1768593394.474299
125,125,124,124,122,123,123,124,0,1768593394.4743128
125,125,125,126,123,123,123,124,0,1768593394.4743176
126,125,125,127,123,123,123,124,0,1768593394.4743223
125,126,125,127,124,123,123,124,0,1768593394.474327
126,125,125,129,124,123,123,124,0,1768593394.4743314
125,123,124,129,124,123,123,124,0,1768593394.474336
125,122,123,128,123,123,123,124,0,1768593394.4743407
125,122,124,127,123,124,124,124,0,1768593394.474345
126,122,124,127,124,124,124,125,0,1768593394.4743557
126,123,124,126,124,124,124,125,0,1768593394.4946706
126,124,125,126,124,124,125,125,0,1768593394.4946787
126,126,125,127,124,124,125,125,0,1768593394.494684
126,126,124,127,123,123,124,124,0,1768593394.4946885
125,125,124,127,123,124,123,124,0,1768593394.494693
125,125,124,129,123,124,125,124,0,1768593394.4946978
125,125,124,128,123,124,124,124,0,1768593394.4947026
125,125,124,129,124,124,124,124,0,1768593394.494707
125,124,124,129,124,125,125,124,0,1768593394.4947119
125,124,124,129,124,125,126,124,0,1768593394.4947166
126,124,125,129,124,125,124,125,0,1768593394.494721
126,124,125,128,123,125,125,125,0,1768593394.4947255
126,124,124,128,123,126,124,124,0,1768593394.49473
125,124,124,127,123,126,124,124,0,1768593394.4947343
125,124,124,126,122,125,123,124,0,1768593394.4947386
124,124,124,125,121,123,123,124,0,1768593394.4947467
