emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,label,timestamp
125,124,124,124,124,124,124,124,0,1761604601.2676728
125,124,124,124,124,124,124,124,0,1761604601.2676914
125,124,124,124,124,124,124,124,0,1761604601.2676966
125,124,124,125,124,124,124,124,0,1761604601.2677007
125,124,124,125,124,124,124,125,0,1761604601.2677143
125,125,124,125,124,124,124,125,0,1761604601.2677197
125,125,125,124,124,124,124,124,0,1761604601.2677243
125,125,125,124,124,124,124,124,0,1761604601.267729
125,125,124,124,123,124,124,124,0,1761604601.267736
125,124,124,124,123,124,124,124,0,1761604601.2677414
125,124,124,123,123,124,124,124,0,1761604601.2677462
125,124,124,123,123,124,124,124,0,1761604601.2677512
125,124,124,124,123,124,124,124,0,1761604601.2677557
125,124,124,124,123,124,124,125,0,1761604601.2677603
125,124,124,124,124,125,124,124,0,1761604601.267765
126,124,124,124,124,124,124,124,0,1761604601.2677722
125,125,124,124,124,124,124,124,0,1761604601.2879784
125,124,124,124,124,124,124,124,0,1761604601.2879858
125,124,124,124,124,124,124,124,0,1761604601.2879913
125,124,124,124,123,124,124,124,0,1761604601.287996
125,124,124,124,123,124,124,124,0,1761604601.2880058
125,124,124,124,124,124,124,124,0,1761604601.2880113
125,124,124,124,124,124,124,125,0,1761604601.288016
125,124,124,124,124,124,124,125,0,1761604601.288021
125,124,124,124,124,125,124,124,0,1761604601.2880256
125,124,124,124,123,124,124,124,0,1761604601.2880304
125,124,124,124,123,124,124,124,0,1761604601.2880354
125,124,124,124,123,124,124,124,0,1761604601.28804
125,124,124,124,123,124,124,124,0,1761604601.2880445
125,124,124,124,123,124,124,124,0,1761604601.2880492
125,124,125,124,123,124,124,124,0,1761604601.2880538
125,124,125,124,123,124,124,125,0,1761604601.288059
125,124,125,124,123,124,124,125,0,1761604601.3284216
125,124,125,124,124,124,124,125,0,1761604601.32843
125,124,125,124,123,124,124,125,0,1761604601.328435
125,124,124,124,123,124,124,124,0,1761604601.3284404
125,124,124,124,123,124,124,124,0,1761604601.3284452
125,124,124,124,123,124,124,124,0,1761604601.3284502
125,124,124,124,123,124,124,124,0,1761604601.3284552
125,124,124,124,124,124,124,124,0,1761604601.32846
125,124,124,124,124,124,124,124,0,1761604601.328465
125,124,124,124,124,124,124,124,0,1761604601.32847
125,124,125,124,124,124,124,124,0,1761604601.328475
125,124,124,124,124,124,124,124,0,1761604601.3284798
125,125,124,124,124,124,124,124,0,1761604601.3284843
125,125,124,124,124,124,124,124,0,1761604601.3284893
125,125,124,124,124,124,124,124,0,1761604601.3284938
125,125,124,124,124,124,124,124,0,1761604601.3284996
125,125,124,124,124,125,124,124,0,1761604601.3588076
125,124,124,124,124,124,124,124,0,1761604601.358815
125,124,124,124,124,124,124,124,0,1761604601.3588202
125,124,124,124,124,124,124,124,0,1761604601.3588252
125,124,124,124,124,124,124,124,0,1761604601.35883
125,124,124,124,123,124,124,124,0,1761604601.3588355
125,124,124,124,124,124,124,124,0,1761604601.35884
125,124,124,124,124,124,124,124,0,1761604601.358845
125,124,124,125,124,124,124,124,0,1761604601.3588493
125,124,124,125,124,124,124,124,0,1761604601.358854
125,124,124,124,124,124,124,124,0,1761604601.358859
125,125,124,124,124,124,124,124,0,1761604601.3588703
125,125,124,124,123,124,124,124,0,1761604601.3588753
125,125,124,124,123,124,124,124,0,1761604601.3588793
125,124,124,124,124,124,124,124,0,1761604601.3588843
125,124,125,124,124,124,124,124,0,1761604601.3588898
125,124,125,124,124,124,124,124,0,1761604601.3992655
125,124,125,125,124,124,124,124,0,1761604601.3992732
125,123,125,125,124,124,124,124,0,1761604601.3992786
125,123,125,125,124,124,124,124,0,1761604601.3992834
125,124,124,124,124,124,124,124,0,1761604601.3992884
125,123,124,124,124,124,124,124,0,1761604601.3992932
125,123,124,124,123,124,124,124,0,1761604601.399298
125,124,124,124,123,124,124,124,0,1761604601.3993027
125,124,124,124,123,124,124,124,0,1761604601.3993075
125,124,124,124,124,124,124,125,0,1761604601.399312
125,125,124,124,124,124,124,125,0,1761604601.3993168
125,125,125,124,123,124,125,124,0,1761604601.3993218
125,125,124,124,123,124,124,124,0,1761604601.3993266
125,125,124,124,123,124,124,124,0,1761604601.3993313
125,124,124,124,123,124,124,124,0,1761604601.3993359
125,124,124,124,123,124,124,124,0,1761604601.3993413
125,124,124,124,123,124,124,124,0,1761604601.41953
125,124,125,124,123,124,124,124,0,1761604601.419537
125,124,125,124,124,124,124,124,0,1761604601.4195423
125,124,125,124,124,124,124,124,0,1761604601.4195473
125,124,125,124,123,124,124,124,0,1761604601.4195578
125,124,125,124,123,124,124,124,0,1761604601.419563
125,124,125,124,123,124,124,124,0,1761604601.4195678
125,124,124,124,123,124,124,124,0,1761604601.4195726
125,124,124,124,123,124,124,124,0,1761604601.4195771
125,124,124,124,124,124,124,124,0,1761604601.4195817
125,125,124,124,124,124,124,124,0,1761604601.4195864
125,125,124,124,124,124,124,124,0,1761604601.4196074
125,124,124,124,124,124,124,124,0,1761604601.4196126
125,124,124,124,124,124,124,124,0,1761604601.4196181
